sample_idx,doc_id,party,year,text,economic,moral,scientific,security,health_environment,crisis_urgency,weaponization
689,ParlaMint-NL_2020-07-14-tweedekamer-2.u7,D66,2020,"Dan raad ik de heer Wilders aan om naast dit artikel ook de artikelen te lezen van Nederlandse ondernemers, Nederlandse universiteiten en Nederlandse wetenschappers, die erop hameren dat dit Europese herstelfonds juist in het Nederlandse belang is, dat elke euro die we erin investeren hier meervoudig terugkomt in Nederlandse banen en in Nederlandse werkgelegenheid. En dan zeg ik nogmaals: als we dat kunnen financieren met Europese belastingen, is dat volgens mij ook een verhaal waar de Nederlandse kiezer blij van wordt. Want dat is geen geld dat de Nederlander op zijn loonstrookje of belastingaangifte terugziet, maar dat zijn belastingen die we heffen op vervuilende Chinese bedrijven, op grote Amerikaanse techbedrijven die nu in Europa bijna nergens belasting betalen.",5,1,1,1,1,1,1
690,ParlaMint-NL_2018-01-18-tweedekamer-13.u16,CDA,2018,Voorzitter. Dan kom ik op de discussie over milieuverontreiniging. Er loopt nog een onderzoek door het RIVM naar mogelijke verontreiniging van bodem en water door rubbergranulaat rondom sportvelden. Voor de zekerheid wil ik vragen of het klopt dat er zware metalen zijn gedetecteerd buiten deze kunstgrassportvelden. Welke risico's op milieuverontreiniging zijn er en moeten er regels gesteld worden aan kunstgrasvelden en de aanleg ervan om milieuverontreiniging te voorkomen? Er loopt al een rechtszaak tegen eigenaren van kunstgrasvelden met betrekking tot milieuvervuiling.,1,1,3,1,4,1,1
691,ParlaMint-NL_2017-02-09-tweedekamer-9.u245,PvdD,2017,Jammer dat de minister de moties ontraadt. Ik dacht dat klimaat prioriteit had voor de Europese Commissie en ook voor deze regering. Mijn vraag gaat over het vrijhandelsverdrag met Japan. Zojuist zei de minister dat er een duurzaamheidshoofdstuk in komt. Daarin wordt de walvisjacht niet geadresseerd. Ik begrijp uit zijn bewoordingen dat Nederland niet tekent als de walvisjacht geen onderdeel uitmaakt van het duurzaamheidshoofdstuk.,1,2,1,1,2,1,1
692,ParlaMint-NL_2022-04-13-tweedekamer-11.u105,PVV,2022,"Die Sorosclub, Extinction Rebellion, wil dat ook. Die willen ook klimaatberaden of zo en daarbij wordt ook geloot. Het leuke van al die grappige linkse idealen is dat als ze dichterbij komen, de mensen ertegen zijn. Een grappig voorbeeld is de wijk IJburg in Amsterdam. Daar stemt iedereen GroenLinks, Volt of D66. Het zijn allemaal van die blanke yogamat- en quinoafiguren daarzo. En dan krijgen die mensen waar ze op gestemd hebben, namelijk van die grote windturbines die de hele dag ""woei, woei, woei!"" doen en waar je helemaal knettergek van wordt! Vogels worden aan stukken gehakt en vallen op de grond neer. Kortom, ze krijgen hun linkse idealen in hun voortuin. En wat gebeurt er dan? Dan gaan die mensen allemaal in actie komen omdat ze toch geen windturbines willen.",1,1,1,1,2,1,5
693,ParlaMint-NL_2017-01-17-eerstekamer-5.u7,PvdA,2017,Voorzitter. Ik sluit naadloos aan bij de inbreng van mijn collega. Onlangs las ik over een uitspraak van de Raad van State in de zaak van de gemeente Reusel-De Mierden. In die zaak werd een bestemmingsplan geschorst omdat er bij de vaststelling van het betreffende bestemmingsplan niet voldaan was aan de eis van voldoende participatie in de procesgang.,1,1,1,1,1,1,1
694,ParlaMint-NL_2017-09-20-tweedekamer-3.u7,PVV,2017,"Sowieso is er alle aanleiding om de ongevallenregistratie te verbeteren. Dat blijkt al uit de eerste pagina's van de toelichting bij dit wetsvoorstel. Beginnende bestuurders hebben een ruim vier keer hogere kans om betrokken te raken bij een ongeval. Als verklaring hiervoor wordt gegeven dat dit komt door gebrekkige impulscontrole, zelfoverschatting, groepsgedrag en gebrekkige rijervaring. Echter, toen wij hier in de schriftelijke inbreng op doorvroegen bleek dat verdere informatie hierover ontbreekt. Dit is dus in 2010 al geconstateerd, maar behoudens de proef begeleid rijden heeft men geen verdere maatregelen getroffen.",1,1,1,1,1,1,1
695,ParlaMint-NL_2021-12-08-tweedekamer-3.u73,CDA,2021,"Ik begrijp volkomen dat de minister zegt dat de starters niet mee kunnen met de hogesnelheidslijn, de reguliere TVL. Want dat hebben we de vorige keer ook gezien: je wil niet dat we de duizenden die snel op een TVL-regeling kunnen bogen, gaan stoppen. Maar je wilt wel, zoals de heer Aartsen ook zei, een nieuwe regeling of een andere regeling of de oude regeling weer uit de kast pakken.",1,1,1,1,1,1,1
696,ParlaMint-NL_2020-02-04-tweedekamer-36.u342,GroenLinks,2020,"Toch neem ik daar geen genoegen mee, want die onduidelijkheid heeft het kabinet zelf gecreëerd. Men heeft zelf een tekst opgenomen in de Miljoenennota. In deze notitie neemt men nu zelf teksten op waarin, in de eerste helft van het document, wordt gezegd dat infrastructuur op twee manieren kan worden uitgelegd. Maar als het gaat om de link naar het investeringsfonds, wordt die alleen gelegd als het gaat om de klassieke infrastructuur en niet op het terrein van de energietransitie.",2,1,1,1,1,1,1
697,ParlaMint-NL_2021-05-11-tweedekamer-29.u52,PvdD,2021,"Voorzitter. Nadat jarenlang eigenlijk te weinig is gedaan, vraagt de staat van het klimaat nu om radicale maatregelen en dat is het drastisch omlaag brengen van de uitstoot van schadelijke broeikasgassen op de zeer korte termijn. Het zal u vast niet verbazen dat het idee van een forse beperking van de uitstoot van kolenverbranding de Partij voor de Dieren enorm aanspreekt. Met probleemverschuiving ga je de klimaatverandering niet te lijf. De minister schrijft: ""Dit wetsvoorstel beperkt de elektriciteitsopwekking met behulp van kolen tot 35%, maar laat een andere aanwending van de productie-installaties onverlet."" Daar zit nu precies het probleem en het is fijn dat de minister dat zelf zo helder markeert. De uitstoot van kolen mag dan wel omlaaggaan, maar elke rendementsdenkende centrale denkt natuurlijk: ik stap over op biomassa. Wat zou de minister doen als hij een rendementsdenkende kolencentrale was? Ook hier geeft de minister zelf het antwoord: ""Productie uit biomassa telt niet mee voor de voorgestelde productiebeperking voor kolen. De centrales kunnen in de praktijk dus meer elektriciteit produceren dan de voorgestelde productiebeperking, als dit met biomassa (of andere alternatieven) wordt opgewekt."" Dat is het probleem. Het verbranden van biomassa is volgens de berekening van de Rijksdienst voor Ondernemend Nederland zelfs nog vervuilender dan kolen, tot wel een factor 1,15. Hier gebeurt iets bijzonders. Collega Kops wees daar al op. Er gebeurt iets magisch: de uitstoot van biomassa wordt niet meegeteld. Niet omdat die er niet zou zijn, maar omdat Europa aldus besloten heeft. De Europese organisatie van wetenschappelijke academies schreef in 2018 al dat de huidige manier van berekenen onjuist en zeer risicovol is. We hebben daar vaak vragen over gesteld. Klopt het nu dat de CO-uitstoot van biomassa helemaal niet gemeten wordt? En, zo ja, hoe kan de minister dan uitsluiten, als er straks juist meer wordt uitgestoten door biomassa en hij meet het niet, dat er wordt gereduceerd door de kolenbeperking? Het beste zou natuurlijk zijn als hij beter ging luisteren naar de wetenschap, maar daar lijkt het niet op. Is hij dan op zijn minst bereid om die CO-uitstoot van biomassa te meten en, zo nee, waarom niet? Als alle kolencentrales helemaal overstappen op biomassa, hoeveel gaan ze dan uitstoten? Kan de minister in het afbouwpad voor biomassa dat hij heeft toegezegd rekening houden met een toename van het gebruik, terwijl hij eigenlijk een afbouwpad aan het maken is? Voorzitter. De minister schrijft dat met extra stimulering van biomassa niet op de korte termijn die hij voor ogen heeft de gewenste CO-reductie kan worden bereikt, aangezien bijstook van biomassa tot een hogere CO-uitstoot leidt. Dat kan ik natuurlijk alleen maar onderschrijven. Hij schrijft ook dat hij biomassa niet extra gaat subsidiëren, maar dat de subsidies die al verstrekt zijn wel verlengd kunnen worden na 2024. Dan de uitstootrechten. Door de productiebeperking hebben centrales een deel van de uitstootrechten niet meer nodig. Wat gebeurt er met die uitstootrechten? Een aandeel blijft verhandelbaar. Kan de minister dan uitsluiten dat onze uitstoot door productiebeperking naar een ander land verhuist? Voorzitter. Ik sluit af. De werkelijkheid verandert snel en het kabinet lijkt weer achter de feiten aan te lopen. De recente uitspraak van het Duitse constitutionele hof over de klimaatwet daar belooft weinig goeds voor de Klimaatwet hier en laat zien dat we een nieuwe klimaatzaak niet kunnen uitsluiten. Te lang niks doen of te laat begonnen zijn — het mooie is dat de voorganger van deze minister, Eric Wiebes, uiteindelijk ruiterlijk heeft toegegeven dat we te laat zijn begonnen en te weinig hebben gedaan — kan voor de volgende generatie leiden tot zeer verregaande inperking van democratische rechten om het vege lijf te redden. Dat is ook de reden van het Duitse hof om aanvullende maatregelen te eisen. Dat is de reden waarom Duitsland aanscherpt. De reden is namelijk dat het straks nog radicaler, nog vervelender, nog duurder moet. Dat is de reden waarom deze wet, die voorsorteert op bijvoorbeeld meer biomassa en dus meer uitstoot, aangepast zou moeten worden. Voorzitter. Ik citeer: ""De maatregel past in een patroon waarbij het Nederlandse energiebeleid een stelselmatig gebrek toont aan stabiliteit en voorspelbaarheid. Deze wet draagt daarmee bij aan het verslechteren van het investeringsklimaat in Nederland."" Het hadden zomaar mijn woorden kunnen zijn, maar het zijn de woorden van RWE. We geven RWE gelijk. Bedrijven weten niet waar ze aan toe zijn. Dat houdt de energietransitie onnodig op. De uitstoot daalt nu alleen maar door een rekentruc van Europa. Het is veel voor de hand liggender om alle uitstoot een stuk duurder te maken en om de belastingvrijstellingen voor fossiel uit het belastingstelsel te halen.",3,3,4,1,3,4,1
698,ParlaMint-NL_2021-10-06-tweedekamer-2.u56,GroenLinks,2021,"Dit is precies waar de VVD afwijkt van de rest van de Kamer. Structurele problemen moeten met structureel geld worden aangepakt. Laat ik een voorbeeld geven. Als we de groene transitie gaan subsidiëren, maar de subsidies niet aanpakken, zoals alle vrijstellingen voor fossiele brandstoffen in het belastingstelsel, dan zijn we niet doelmatig of doeltreffend bezig.",4,1,1,1,1,1,2
699,ParlaMint-NL_2022-06-21-tweedekamer-24.u9,D66,2022,Voorzitter. Ik heb hierover nog wel één vraag en een motie. In de regeling zit nog wel een uitzondering voor hoogwaardige recycling. Op weg naar de circulaire economie willen we natuurlijk liever dat bekertjes en voedselverpakkingen hergebruikt dan gerecycled worden.,1,1,1,1,2,1,1
700,ParlaMint-NL_2017-02-16-tweedekamer-13.u20,CDA,2017,"Ik kom toch bij de ongewenste neveneffecten voor andere gemeenten. Ik vind dat we de gemeenten die op dit moment de rekening betalen voor de gemeenten die de heffing hebben ingevoerd, toch onrecht doen. Ik verzoek de minister en de fracties hier aanwezig om nog eens goed na te denken over de vraag of het reëel is om ongewenste neveneffecten vijf jaar te laten voortduren. Dat is toch niet redelijk? Ik ben het ermee eens dat er een goede overgangssituatie moet zijn, maar twee jaar lijkt mij voor een gemeenten een goede termijn om andere financieringsmogelijkheden te zoeken.",3,3,1,1,1,1,1
701,ParlaMint-NL_2019-02-19-eerstekamer-9.u13,GroenLinks,2019,"Heeft de minister goed in kaart gebracht wat de gevolgen zullen zijn van de contourennota en het doorvoeren van de herziening voor het aanbod van gefinancierde rechtsbijstand? De beperkte kring van sociale advocatuur heeft de afgelopen jaren al vele klappen moeten opvangen. Als zij het niet kunnen volhouden met behoud van kwaliteit, dan is een toegankelijke rechtshulp en daarmee goede rechtsbescherming sowieso verloren. Bovendien zijn sociale advocaten ook nu al gericht op praktische oplossingen, maar dan met behoud van oog voor het belang voor mensen om hun recht ook te kunnen halen.",1,1,1,1,1,1,1
702,ParlaMint-NL_2017-12-20-tweedekamer-10.u32,VVD,2017,"Wij zijn trots op Nederlandse militairen. Wij hebben in het bijzonder gesproken over de Nederlandse F-16-piloten. We gaan ze dan ook met diezelfde trots opnieuw uitzenden. Zij leveren een bijdrage aan deze essentiële strijd, een strijd van beschaving tegen barbarij. Het zijn niet alleen de militairen, maar ook alle vaders, moeders, broers, zussen, partners en vrienden die bezorgd achterblijven en die de dagen tot hun terugkeer wederom zullen tellen en wegstrepen. Ook naar deze mensen, de mensen die thuis de enorme last van onzekerheid dragen, gaan vandaag onze gedachten uit. Ik wens hun alle kracht en onze troepen een behouden thuiskomst.",1,1,1,1,1,1,1
703,ParlaMint-NL_2019-12-16-eerstekamer-8.u87,PVV,2019,"Dan ga ik, op speciaal verzoek van de gewaardeerde collega Pijlman, verder met een aantal voorbeelden van indoctrinatie in onderwijs en media. Het klimaat- en duurzaamheidsbeleid wordt in onderwijs en media gebracht als een zorgverhaal. De klimaatobsessie met bijbehorende angst die op kinderen en jongvolwassenen wordt geprojecteerd — miljoenen mensen die het leven zullen laten als gevolg van overstromingen en hongersnood, et cetera — is een vorm van indoctrinatie, omdat er niet bij wordt verteld dat zonneactiviteit en kosmische straling in grote mate verantwoordelijk zijn voor de klimaatverandering en dat de temperatuur op aarde de laatste vijftien jaar niet is toegenomen.",1,1,3,1,2,2,4
704,ParlaMint-NL_2021-11-24-tweedekamer-6.u383,FvD,2021,"Over Wc-eend gesproken: waarom staat de minister erop dat het onderzoek naar ritueel kindermisbruik, waar ook hooggeplaatste ambtenaren van het ministerie van Justitie van beschuldigd worden, koste wat kost onder zijn totale controle plaatsvindt? We hebben een paar weken geleden hierover gedebatteerd. Toen loog de minister nog dat het onderzoek onafhankelijk van Justitie plaatsvindt, wat feitelijk onjuist is. Hij loog ook dat hij er afstand van houdt, wat feitelijk onjuist is. Sindsdien heeft zich echter een aantal interessante ontwikkelingen voorgedaan. Een voorbeeld is de werkgroep Spotlight die opkomt voor de belangen van slachtoffers van ritueel misbruik, die een brandbrief heeft gestuurd. Ook een aantal christelijke leiders hebben in een open brief hun steun uitgesproken voor mijn motie. De minister verroert echter geen vin. Ik heb mijn motie om dat onderzoek buiten Justitie te laten plaatsvinden op verzoek van een aantal personen nog even aangehouden, zodat iedereen deze recente ontwikkelingen zorgvuldig kan betrekken bij alle afwegingen, maar ik ben ook benieuwd naar de reactie van de minister hierop. Is hij inmiddels bereid om alsnog toe te zeggen dat hij tegemoetkomt aan de wensen van de slachtoffers? Of is dat echt te veel gevraagd en moet dit onderzoek koste wat kost onder zijn totale controle plaatsvinden? Dat is iets wat niemand begrijpt. Voorzitter. Hoe je de huidige staat van ons land ook zou willen omschrijven, de term ""rechtsstaat"" dekt helaas de lading niet meer. Dat zou nog tot daaraan toe zijn als degenen die onze grondrechten en vrijheden afpakken daadwerkelijk in de veronderstelling verkeren dat dat allemaal in het belang is van de volksgezondheid, en als zij zelf daadwerkelijk zouden geloven dat we te maken hebben met een levensgevaarlijk virus. Maar ze geloven het zelf niet eens. Toen de minister hier zojuist de zaal betrad, liep hij twee minutenlang te pronken met zijn nieuwe mondkapje en alle camera's op te zoeken. Als hij dadelijk achter de schermen weer met zijn ambtsgenoten, met andere Kamerleden of met zijn ambtenaren aan het socializen is, is het weer ouwe-jongens-krentenbrood en bestaat dat virus ineens niet meer. Het gaat er niet om dat daarbij dan, onder meer door deze demissionaire minister, de coronamaatregelen worden overtreden, waar hij vervolgens wel of geen boete voor betaalt.",1,1,1,1,1,1,1
705,ParlaMint-NL_2019-10-17-tweedekamer-10.u50,D66,2019,"Dat is een oproep naar mijn hart. Ik kan die meteen wel koppelen aan de hackathon van de heer Ziengs. Laten we inderdaad eens kijken hoe we hier alle creativiteit kunnen lostrekken. We hebben er alle belang bij dat we niet alleen maar extra investeren in capaciteit die alleen maar in de spits wordt benut, maar ook proberen om alle treinstellen die we hebben gedurende de dag beter te benutten om meer mensen die comfortabele reis te kunnen geven. Dat is ook gewoon het maatschappelijk beter laten renderen van je investeringen. Je zou ook zeggen dat hiermee misschien geld wordt bespaard, ook voor de NS, op het vlak van capaciteit die zij voor de spits moeten kopen. Dus wellicht is daar toch nog eens op een slimmere manier naar te kijken. Ik vind het wel belangrijk dat wij ook de reizigersorganisatie goed bij dit soort ideeën en dit soort concepten betrekken, want aan reizen buiten de spits zit voor mensen vaak een hele dagplanning vast. Maar we gaan dat zeker doen. We gaan nog eens kijken of we dat op een creatieve manier voor elkaar kunnen krijgen. Gemeenten en provincies vragen ons om mee te investeren in duurzame mobiliteit, in duurzaam vervoer.",3,1,1,1,1,1,1
706,ParlaMint-NL_2022-05-17-tweedekamer-22.u89,VVD,2022,"Deze interruptie doet mij denken aan de beantwoording van Kamervragen van, ik meen, de heer Thijssen over het Beter Leven keurmerk, waarbij sprake was van misstanden in de slachthuizen, maar het vlees uiteindelijk wel met het keurmerk in de schappen kwam te liggen. Die hele keten moet daarin transparant zijn. Op het voorstel dat de heer De Groot doet, interrumpeerde ik hem in de context van de affaire met die vermeende kalverenfraude. Als we maatregelen kunnen nemen om die keten transparanter te maken, zodat er in al die schakels een prikkel is om beter te werken in het belang van dierenwelzijn en voedselveiligheid, dan kan ik me daar zeker in vinden.",1,2,1,1,2,1,1
707,ParlaMint-NL_2019-05-14-tweedekamer-21.u35,VVD,2019,"Weet je wat het is met de luchtvaart? De luchtvaartsector is een mondiale sector. Die moet je dus ook op een mondiale manier benaderen, en anders moet je het Europees doen. Het is heel lastig om de uitstoot van een vlucht van Amsterdam naar Tokio toe te wijzen. Is de uitstoot van zo'n vlucht allemaal voor Schiphol? Of is die voor Tokio? Of voor alle landen daartussen? Dat is ingewikkeld. Die verduurzaming en dat terugbrengen van die CO-uitstoot doe je dus op mondiale schaal, via het VN-verdrag, dat gelieerd is aan het Parijsakkoord.",1,1,1,1,1,1,1
708,ParlaMint-NL_2020-10-01-tweedekamer-7.u40,PvdA,2020,"Het is best een verademing als de staatssecretaris zo'n foutje over de WOB zo royaal toegeeft. Hij heeft het nu over een ""onderwerpje""; misschien kan hij dan ten aanzien van dit onderwerpje na afloop van het Belastingplan strakjes zeggen: nou, dat was toch niet zo'n goed ideetje, deze BIK. Ik ga niet over de details van de regeling doorvragen want als Kamer hebben we gewoon nog geen stukken gekregen en ook geen wetsvoorstel. Dus over al die percentages en het verschil met de WIR en dergelijke gaan we nog hoorzittingen houden en we hebben ook nog het Belastingplan. Ik ga nu wel een hoofdvraag stellen en die gaat over het doel van de regeling. Dat doel is investeringen mogelijk maken en baanbehoud, althans als ik het goed heb begrepen. Mijn vraag is of het kabinet ook openstaat voor methodes die deze beide doelstellingen misschien nog dichter en nog beter nabij brengen. Daarmee doel ik in het bijzonder op de verhuurderheffing. Daar is onderzoek naar gedaan: 60.000 banen, investeringen in woningbouw lopen ook terug. De les uit de vorige crisis is: ga niet in tijden van crisis zorgen dat al je bouwvakkers op straat komen te staan. Wij hebben gisteren de berichten van BAM al gezien. Staat het kabinet ervoor open, als er nog een betere invulling is, die echt aantoonbaar beter is voor de investeringen, voor baanbehoud en het voorkomen van werkloosheid, om naar een nadere invulling te kijken?",5,1,1,1,1,2,1
709,ParlaMint-NL_2021-04-22-tweedekamer-14.u322,VVD,2021,Dat is zeker zo. In de gezondheidszorg zijn er heel veel knelpunten en heel erg veel problemen. Ik denk wel dat er altijd breed politieke overeenstemming bestond over het feit dat het niet nuttig is om heel veel ongebruikte ic-capaciteit te hebben als je weet hoeveel je gemiddeld nodig hebt en het feit dat het voor de komende tijd van belang is om de ic-capaciteit in te richten met flexibele opschalingsmogelijkheden.,1,1,1,1,1,1,1
710,ParlaMint-NL_2017-09-26-tweedekamer-38.u153,PvdD,2017,"Voorzitter. De overheid is uitgevonden om het collectieve belang van de burger te dienen. De allergrootste uitdaging waar we voor staan, is ervoor zorgen dat de aarde leefbaar blijft voor de huidige generaties, voor de kwetsbare mensen in ontwikkelingslanden en voor de generatie van nu, onze kinderen en kleinkinderen. Het is niet de grootste uitdaging om ervoor te zorgen dat er meer vrijhandel komt. We moeten de goede prioriteiten stellen en ervoor zorgen dat we de klimaatverandering ook echt effectief aan weten te pakken. Zolang je dat niet doet, vindt de Partij voor de Dieren dat je geen risico's moet lopen met het organiseren van nog meer vrijhandel. Door nog meer vrijhandel lijkt het immers nóg wat moeilijker te worden om klimaatverandering te kunnen stoppen.",1,4,1,1,2,3,1
711,ParlaMint-NL_2022-05-17-eerstekamer-6.u204,D66,2022,"Dat is zo. Ik wil even twee aspecten belichten. Eén aspect is de GGD. Ik heb het eerder al even benoemd: ik heb echt respect voor en ben blij met de inzet van de GGD's. Het is echt een uitdaging om personeel voor een deel te behouden en locaties te behouden en ook een reservepool actief bij je betrokken te hebben voor een moment in de tijd waarop de kans zeer reëel is dat we ze weer nodig hebben, of het nou is voor testen, vaccineren of allebei, maar waarvan je nog niet weet wanneer dat is.",1,1,1,1,1,1,1
712,ParlaMint-NL_2022-03-15-tweedekamer-37.u30,PvdD,2022,"Nee hoor, dat kunnen wij ook gewoon doen. Dat kun je ook als overheid doen. Volgens mij zegt u nu eigenlijk, als ik het goed begrijp, dat u het niet wilt doen, dat deze staatssecretaris dat niet wil doen. Dat kan ook, maar dan is dat het antwoord. Maar de mogelijkheid ligt er wel degelijk. Dus ik hoor dan wel graag het eerlijke antwoord: wij zijn niet bereid om te onderzoeken of het recyclen van staal een van de scenario's is die zou kunnen.",1,1,1,1,2,1,1
713,ParlaMint-NL_2021-10-27-tweedekamer-8.u34,PvdD,2021,"Zeker. Een constructieve houding is zeker een correcte lezing. Maar ik hoop dan ook dat ik de heer Erkens meekrijg in de opvatting dat er naast kosteneffectiviteit, ook ten aanzien van effectiviteit van klimaat en biodiversiteit meer nodig is, dat dit niet genoeg is en dat we echt naar een systeemverandering moeten, zoals een radicale omslag in de landbouw.",2,1,1,1,3,3,1
714,ParlaMint-NL_2020-04-01-tweedekamer-2.u157,VVD,2020,"Dan is er een derde discussie, en die gaat natuurlijk over eurobonds, of coronabonds. Daar is een hele groep landen echt heel erg tegen. Ik blijf hier zeggen dat ook Nederland hier echt tegen is. Waarom? Omdat je daarmee het delicate evenwicht doorbreekt tussen het feit dat je aan de ene kant in Europa een gemeenschappelijke munt hebt, en tegelijkertijd aan de andere kant een eigen soeverein begrotings- en financieringsbeleid. Bij dat systeem past echt niet dat je gemeenschappelijk schuldpapier gaat uitgeven. Want dan sta je gezamenlijk garant voor die uitgifte. Daarmee verander je het evenwicht in de afspraken die zijn gemaakt in de eurozone sinds het Verdrag van Maastricht, waarbij de lidstaten binnen dat verdrag gewoon in soevereiniteit verantwoordelijk zijn voor hun eigen begrotingsbeleid en de financiering daarvan, waarbij de Europese Centrale Bank — dat is voor Nederland altijd een belangrijk punt geweest — onafhankelijk is en waarbij monetaire financiering van schulden van lidstaten expliciet is uitgesloten. Dat is nog wat anders dan wat in het verleden wel gedaan is. Kijk naar de voorloper van het ESM, toen de Europese Commissie gebruik maakte van de mogelijkheden in de verdragen om middelen te mobiliseren voor financiële steun aan bepaalde lidstaten. Dat is wat anders. Maar dan zeg je niet: Italië … Nee, laat ik nou niet Italië noemen. Dan zeg je niet: land X heeft een probleem met de begroting, waarna je bonds uit gaat geven waarbij niet de Italiaanse rente bepalend is, maar waarbij een soort gemeenschappelijke rente bepalend is. Zo'n gemeenschappelijke rente zal veel lager zijn. Daarmee heb je echt de transferunie die echt dat subtiele evenwicht in het eurosysteem doorbreekt. Vandaar dat we ons daartegen keren. Ons voorstel heeft de vorm van een fonds. Het is een gift, geen lening, want dan zou de schuldenproblematiek in het zuiden alleen maar groter worden. Het is een fonds voor het dekken van de directe kosten van de bestrijding van corona. Verder moeten we zoeken naar een intelligente oplossing: hoe ga je nou om met het helpen van landen om zichzelf te helpen bij een volgende crisis wanneer ze gebruikmaken van het ESM? Daarmee heb je volgens mij een aantal heel simpele, goede instrumenten in handen, die uiteindelijk denk ik ook acceptabel zijn voor de landen in Zuid-Europa. Ik weet dat die landen wel erg een voorstander zijn van bonds uit te geven door de eurozone. Maar nogmaals, hierbij staat Nederland niet alleen. Sterker nog, er is een hele groep van landen die daar echt heel erg tegen zijn. Ik noem Balticum, Oostenrijk, Finland, Duitsland. Deze landen zijn daar tegen om de redenen die ik geschetst heb. Dat moet ik ook zeggen. Maar ik zeg dit niet om mij te keren tegen Zuid-Europa of om niet solidair te zijn. Ik zeg nogmaals: ik denk dat je met die eurobonds een balans in de eurozone doorbreekt.",4,2,1,1,1,1,1
715,ParlaMint-NL_2020-10-27-eerstekamer-11.u20,D66,2020,"Ik wil dat u meer oog hebt voor de regio's. Ik beveel u de Rede fan Fryslân van minister Schouten van 8 oktober zeer aan. Wat een fantastische rede vanuit het kabinet. Daarin zei onze minister: ruim baan voor de regio. Uw kabinet vroeg aan de andere overheden om eens met voorstellen te komen. Ik was toen burgemeester in Achtkarspelen. Wij hebben meegedaan met de regiodeals. Dat is fantastisch. Dat is van onderop. Dan is het ook zaak dat u zaken loslaat. Ik noem enkele voorbeelden die spelen in de periferie, waar ik — u trouwens ook — me verantwoordelijk voor voel. Ik heb het over Groningen, over het gas. 20.000 banen gaan weg. Het versterken van de huizen daar duurt in dit tempo twintig jaar, dames en heren. Dat kun je niet maken. Er is een fonds in Europa. Ik steun de motie-Mulder/Dik-Faber van de Tweede Kamer, die zegt: ga met het JTF-fonds van 600 miljoen euro, dat transitiefonds, naar het Noorden, want we hebben daar enorme profijten gehad en daar zou iets voor terug moeten komen. Alhoewel, ze zijn in Friesland, Groningen en Drenthe al heel goed bezig met die energietransitie.",3,2,1,1,1,2,1
716,ParlaMint-NL_2020-09-16-tweedekamer-2.u315,VVD,2020,"Voor het gros van de gevallen sowieso, denk ik. Je kunt moeilijk zeggen: als je de huur verhoogt, dan verhuis ik wel. Waar moet je dan naartoe? Dat werkt nu niet. Ik denk dat het verstandig is om te kijken of er verbetering aangebracht kan worden in het huidige wetsvoorstel zodat je mensen die hiermee te maken hebben, kunt helpen. Ik maak een klein voorbehoud.",1,1,1,1,1,1,1
717,ParlaMint-NL_2019-03-14-tweedekamer-3.u78,PvdA,2019,"Dank u wel, voorzitter. Ik begin met een citaat uit een brief van de minister van 22 november 2018: ""Het natuurbeleid werpt in Nederland hier en daar langzaam vruchten af."" Tezelfdertijd zien wij een Duitse studie waarin staat dat 75% van de biomassa aan insecten is verdwenen. Er is een studie uitgevoerd door Australische en Chinese wetenschappers, die zeggen dat 40% van de insectensoorten met uitsterven wordt bedreigd. Voorzitter. Dan het Deltaplan Biodiversiteit. Ten slotte, voorzitter, nog twee punten. Ten eerste, ondanks dat het Deltaplan Biodiversiteit steun verdient, is mijn vraag of de minister de opvatting deelt dat de overheid daarnaast de durf en de moed moet hebben om grenzen te stellen.",1,2,4,1,4,2,1
718,ParlaMint-NL_2020-07-14-tweedekamer-2.u209,VVD,2020,"Dan is er de vraag om de coronafondsen in te zetten voor het afwenden van klimaatverandering. Ook het IMF en het Internationaal Energieagentschap zeggen dat investeringen moeten worden aangewend voor hernieuwbare energie. Eens. Wij zetten daarom ook in op groen herstel. De Green Deal is de groeistrategie van de Europese Unie. Dat komt ook naar voren in het herstelpakket. Wij zijn positief over 30% klimaatrelevante investeringen in het MFK plus het herstelinstrument gezamenlijk. Wij zijn ook positief over het principe dat alle EU-uitgaven in lijn moeten zijn met het Akkoord van Parijs en het ""do no harm""-principe. Wij sturen op verlaging van de broeikasgasuitstoot en niet op het subdoel hernieuwbare energie, zoals bekend. Bij de hervorming van het GLB zetten we erop in dat die een bijdrage levert aan de omslag naar kringlooplandbouw. Wij zetten in op doelgerichte betaling voor maatschappelijke doelen als klimaat, leefomgeving, biodiversiteit en dierenwelzijn. Dan nog tot slot in dit blok over de belastingheffing. Er ligt, denk ik, nog één ding op de zeef na een hopelijk succesvolle Europese Raad en dat is het idee van gerecycled plastic. Dat is geen belasting. Het is een andere grondslag. Dus naast de grondslag nationaal inkomen wordt dan ook die grondslag gebruikt. Nederland zou ook kunnen leven, heb ik eerder gezegd, met de grondslag ETS, de huidige plak ETS die we nu hebben, maar die lijkt in Europa niet te gaan vliegen. Er liggen nu geen voorstellen voor Europese belastingen op tafel. Dit gaat over andere grondslagberekeningen voor de nationale afdrachten voor gerecycled plastic.",3,2,2,1,2,1,1
