bloc,subject,count
Center,sector,27
Center,raad,16
Center,uitdieping,1
Center,twijfel,5
Center,ontpoldering,3
Center,scheldeverdrag,1
Center,gevoelen,1
Center,natuurherstel,2
Center,alternatief,20
Center,mest,2
Center,landbouwsector,2
Center,bijdrage,6
Center,productie,7
Center,motie-halsema,1
Center,centraal,2
Center,beleid,14
Center,verbod,4
Center,pechtold/dibi,1
Center,school,3
Center,landbouw,13
Center,natuurcompensatie,5
Center,natuur,34
Center,ontsnippering,1
Center,inrichting,1
Center,afronding,1
Center,uitvoering,3
Center,synergie,3
Center,onteigening,2
Center,cultuurlandschap,1
Center,energiebesparingsdoelstelling,1
Center,stimulans,1
Center,stimulering,3
Center,subsidie,10
Center,opbrengst,2
Center,energiebelasting,8
Center,voordeel,6
Center,bewoner,6
Center,burger,10
Center,ingewikkeldheid,1
Center,woningeigenar,1
Center,innovatie,13
Center,zelflevering,1
Center,pilot,1
Center,co-)vergistingsinstallaties,1
Center,initiatiefnemer,6
Center,veiligheid,1
Center,risico,15
Center,functie,2
Center,realisatie,3
Center,terreinbeheerder,1
Center,bank,6
Center,marktspeler,1
Center,co2-afvang,1
Center,ministerpresident,3
Center,draagkracht,1
Center,voedsel,2
Center,boodschap,2
Center,afwegingskader,4
Center,motie-cramer,1
Center,stikstof,9
Center,akkerbouwer,1
Center,proef,2
Center,beheervisserij,1
Center,kaderrichtlijn,2
Center,bezuiniging,2
Center,natuurgebied,3
Center,verplichting,5
Center,motie-koopmans/de,1
Center,draagvlak,8
Center,motie-koopmans/van,1
Center,landbouw-)grond,1
Center,natuurcompensatie(-geld,1
Center,geld,7
Center,motie-koopmans/lodder,2
Center,wetsvoorstel,10
Center,regeerakkoord,11
Center,tarief,3
Center,industrie,18
Center,directeur-generaal,1
Center,steunmaatrege,3
Center,belastingbetaler,4
Center,eulandbouwcommissaris,1
Center,ciolos,2
Center,natuurbeleid,4
Center,groene,1
Center,partij,27
Center,motie-haverkamp/jansen,1
Center,regeringsstandpunt,1
Center,ambitie,10
Center,motie-leegte/haverkamp,1
Center,biomassa-impor,2
Center,motie-ouwehand,2
Center,veehouderij,3
Center,intensivering,1
Center,biodiversiteitverlie,2
Center,opzet,1
Center,verhuurder,5
Center,studentenhuisvester,1
Center,mestvergister,1
Center,particulieer,1
Center,particulieren,1
Center,multinational,1
Center,middel,9
Center,mogelijkheid,14
Center,consument,6
Center,energieproject,3
Center,investeringsklimaat,1
Center,cancún-akkoorden,1
Center,europees,1
Center,balans,2
Center,belang,9
Center,streekproduct,1
Center,sterprogramma,1
Center,rijksoverheid,4
Center,argument,1
Center,hoeveelheid,9
Center,cramer-criteria,2
Center,handhaving,3
Center,duurzaamheidsvraagstukken,1
Center,verenigd,1
Center,offshore-industrie,1
Center,toepassing,2
Center,gebruik,12
Center,nederlander,8
Center,rijksmiddel,1
Center,verbinding,2
Center,eu-middeal,1
Center,hoofdstructuur,1
Center,knelpunt,2
Center,systematiek,6
Center,implementatie,7
Center,discussie,14
Center,uitdaging,7
Center,landbouwbeleid,6
Center,top-ups,1
Center,eu-richtlijnen,1
Center,kader,1
Center,broeikasgasemissiehandelssysteem,1
Center,broeikasgasemissiehandelssysteeminstrument,1
Center,vrominspectie,1
Center,meerwaarde,1
Center,koper,1
Center,aanwezigheid,1
Center,indicatie,1
Center,ijskast,1
Center,rouwe/dijkgraaf,1
Center,oever,1
Center,maximumsnelheid,1
Center,ontwerp,2
Center,duitsland,9
Center,motie-slob/koopmans,1
Center,bouw,9
Center,motie-verburg/samsom,1
Center,energiezekerheid,2
Center,decennium,1
Center,waddenfonds,1
Center,motie-voortman,1
Center,afname,3
Center,motie-jacobi/van,1
Center,mos/koopmans,1
Center,haringvliet,1
Center,motie-ferrier,1
Center,ecosystemen,1
Center,regeling,9
Center,speler,2
Center,energiesector,3
Center,bestemmingsplan,1
Center,plan,19
Center,staatssecretaris,16
Center,deltanatuur,1
Center,besluit,5
Center,westerschelde,1
Center,afspraak,13
Center,bezuinigingsopgave,1
Center,budget,6
Center,gebiedsproces,1
Center,onzekerheid,5
Center,energie-efficiency,1
Center,albayrak,1
Center,europese,17
Center,rendement,1
Center,omgevingsvergunning,1
Center,overheid,40
Center,samenleving,3
Center,rijk,16
Center,rechter,6
Center,epcnormering,1
Center,verbetering,3
Center,energieverbruik,6
Center,omstandigheid,1
Center,bonaire,1
Center,gezag,5
Center,vergunningverlening,2
Center,duurzaamheidseis,7
Center,bouwsector,1
Center,provinciale,1
Center,onderhandelingsakkoord,1
Center,aanname,1
Center,verbreding,1
Center,doorwerking,1
Center,decentralisatie,1
Center,structuurvisie,1
Center,netwerk,2
Center,functiewijziging,1
Center,herziening,2
Center,omgevingswet,3
Center,cluster,2
Center,co2-reductie,1
Center,biobrandstof,10
Center,landbouwgronden,1
Center,hergebruik,3
Center,inspanning,2
Center,initiatief,5
Center,groeipad,1
Center,richtlijn,5
Center,bedrijf,49
Center,transportbrandstof,1
Center,broeikasgasintensiteit,1
Center,doelstelling,12
Center,energiemarkt,3
Center,denemarken,2
Center,groei,10
Center,voorfinanciering,1
Center,gebrek,1
Center,eu-doelen,1
Center,eu-doel,1
Center,windmolen,5
Center,strategie,2
Center,biomassa,13
Center,cascadering,1
Center,intentie,2
Center,kleinverbruiker,2
Center,windenergie,8
Center,vorm,6
Center,sdeplusregeling,1
Center,techniek,6
Center,verdelingssleutel,1
Center,inzet,22
Center,locatie,1
Center,regel,3
Center,kern,5
Center,co2-prijs,1
Center,kost,20
Center,uitwerking,2
Center,rechtvaardiging,1
Center,stortplaats,3
Center,blekervariant,1
Center,prijs,13
Center,g20-leider,1
Center,icao,1
Center,vergunning,2
Center,aanwijzing,3
Center,gebied,3
Center,programmatische,2
Center,eu-commissarissen,1
Center,grondstoffenbeleid,1
Center,energiebedrijf,5
Center,obstakel,5
Center,energieleverancier,2
Center,perspectief,5
Center,bleker,1
Center,hedwigepolder,1
Center,natuureffecten,1
Center,herstructurering,1
Center,sanering,1
Center,nadruk,6
Center,overweging,4
Center,kennisinstituut,2
Center,recht,2
Center,waterleidingbedrijf,1
Center,subsidiegrens,1
Center,departement,2
Center,transitie,26
Center,visie,3
Center,energieprestatie,2
Center,gebouw,2
Center,last,6
Center,onderzoek,7
Center,marktpartij,6
Center,investeringsdrempel,1
Center,consistentie,1
Center,opslag,3
Center,grootverbruiker,2
Center,sportvereniging,1
Center,commissievoorstel,1
Center,kierbesluit,1
Center,natuurbeheerder,1
Center,subsidieregeling,2
Center,natuurclub,1
Center,tiental,2
Center,beheer,1
Center,vangst,1
Center,kernenergiewet,2
Center,stikstofknelpunten,1
Center,concept-pas,2
Center,stikstofbalans,1
Center,stikstofknelpunat,1
Center,belemmering,1
Center,toename,3
Center,verplaatsing,1
Center,meppelen,1
Center,uitstel,1
Center,voornemen,2
Center,langetermijnvisie,1
Center,huishoudens,8
Center,milieuwinst,1
Center,advies,3
Center,inwoner,13
Center,windenergiesector,1
Center,maatwerk,3
Center,afsluitdijk,1
Center,plaatsing,1
Center,monitoring,2
Center,bier,1
Center,product,6
Center,aanpassing,3
Center,actualisatie,2
Center,water,1
Center,consequentie,3
Center,engbertsdijkvean,1
Center,voorwaarde,4
Center,dubbeltelling,1
Center,transparantie,2
Center,park,3
Center,leerproces,1
Center,energiecoöperatie,8
Center,geothermie,2
Center,omwonend,9
Center,tekort,4
Center,gemeente,36
Center,buijtenland,1
Center,economie,17
Center,zekerheid,1
Center,tpac,1
Center,vertegenwoordiger,2
Center,toetsingscommissie,1
Center,keurmerk,1
Center,inkoopcriterium,1
Center,ctgb,1
Center,energievoorziening,8
Center,afhankelijkheid,4
Center,commissie,12
Center,ontwikkelingsruimte,1
Center,overeenkomst,1
Center,kiloton,1
Center,uitgave,1
Center,haalbaarheid,1
Center,windpark,1
Center,vergroting,1
Center,motie-jansen/leegte,1
Center,rekenkamer,2
Center,miljard,4
Center,opsporing,1
Center,drinkwatervoorziening,2
Center,nulmeting,1
Center,vanggewas,1
Center,emissiehandelssysteem,1
Center,energiebesparingsdoel,1
Center,bandbreedte,1
Center,staatsbosbeheer,2
Center,knop,1
Center,duurzaamheid,17
Center,percentage,2
Center,winst,4
Center,waterschapp,4
Center,project,14
Center,netkost,1
Center,innovatie-opgave,1
Center,gedragscode,1
Center,verschillen,1
Center,enthousiasme,2
Center,overeenstemming,2
Center,elektriciteitsnet,1
Center,energie,30
Center,verantwoording,1
Center,natuurbeschermingswet,2
Center,voorstel,21
Center,effectiviteit,1
Center,investering,13
Center,vrijstelling,4
Center,mens,49
Center,borgingscommissie,1
Center,wandelroute,1
Center,boerenlandpadregeling,1
Center,kolencentrale,5
Center,beperking,3
Center,gevolg,14
Center,huis,3
Center,verstrekking,1
Center,bouwer,1
Center,nieuwbouwwoning,1
Center,minimumeis,1
Center,wijziging,3
Center,hout,2
Center,staat,13
Center,burgerinspreker,1
Center,arcadis-onderzoek,1
Center,afsluitdijkvariant,1
Center,sira,1
Center,inbrenger,1
Center,niveau,2
Center,raamwerk,1
Center,energiebesparingsmaatrege,1
Center,zon-pv,1
Center,energietransitie,51
Center,samenhang,3
Center,start-ups,1
Center,vrijwilligersgroep,1
Center,herstel,3
Center,grond,1
Center,behandeling,2
Center,dieselauto,2
Center,kennis,11
Center,uitkomst,4
Center,kortingsfactor,1
Center,eiland,2
Center,europa,21
Center,duidelijkheid,5
Center,resultaat,6
Center,klimaatfinanciering,3
Center,zoetwater,1
Center,bouwinfrastructuur,1
Center,bezwaar,1
Center,koei,2
Center,weidegang,1
Center,wens,2
Center,uitstootreductie,1
Center,euro,1
Center,implementing,1
Center,eu-pakket,1
Center,duurzaamheidsdoelstelling,2
Center,instrumentarium,4
Center,vordering,3
Center,evaluatie,4
Center,isla-raffinaderij,2
Center,contract,2
Center,exploitant,1
Center,studie,2
Center,energieakkoord,3
Center,motievos,1
Center,gaswinning,2
Center,aanscherping,1
Center,markt,3
Center,vermoeden,1
Center,openbaarheid,1
Center,klant,1
Center,auto,14
Center,informatie,2
Center,verschil,3
Center,alterra,1
Center,focus,7
Center,nederlandsche,2
Center,co2-reductiemaatregelen,1
Center,klimaatinnovatie,1
Center,veengebied,1
Center,verduurzaming,8
Center,scheepvaart,1
Center,verantwoordelijkheid,4
Center,rapport,6
Center,begrotingsreserve,1
Center,faunafonds,1
Center,ontwerpbesluit,1
Center,natuurbescherming,2
Center,aanvrager,1
Center,miljoen,9
Center,waddeneilanden,2
Center,waddenzee,2
Center,mijnbouw,1
Center,noorderkwartier,1
Center,achtergrondbelasting,1
Center,waterstand,1
Center,groningengas,1
Center,sleutel,3
Center,regierol,1
Center,emissieautoriteit,3
Center,euland,1
Center,delta,1
Center,energiebesparingsinzicht,1
Center,algemene,3
Center,snelheidsverhoging,1
Center,concentratie,1
Center,onderzoeksinstituut,1
Center,instituut,2
Center,aanvraag,1
Center,concurrentie,2
Center,taakstellinag,1
Center,nul-op-de-meterwoning,1
Center,woningbezitter,1
Center,vastlegging,1
Center,co2-opslag,1
Center,weerstand,3
Center,voorkeursalternatief,1
Center,instrument,5
Center,beginsel,1
Center,lidstaat,6
Center,biodiversiteit,23
Center,grondstof,8
Center,habitats,2
Center,trend,3
Center,emissiehandelsysteem,1
Center,breedte,1
Center,controle,1
Center,basis,3
Center,golfban,1
Center,methaan,1
Center,uitstoot,33
Center,meetpunt,2
Center,cabauw,1
Center,overschot,1
Center,luchtvaart,5
Center,stapeling,2
Center,begrenzing,1
Center,nijmegen,2
Center,kennisnetwerk,1
Center,stikstofdepositie,2
Center,behoefte,5
Center,meetnet,1
Center,zorg,8
Center,lacune,1
Center,klimaatfonds,8
Center,klimaatverandering,51
Center,toegang,5
Center,afweging,2
Center,onrust,1
Center,bijmenging,2
Center,compensatie,3
Center,uitfasering,1
Center,energiebesparingsverplichting,1
Center,motie-schouten/nijboer,1
Center,coöperatie,2
Center,levensduur,1
Center,recycling,2
Center,recyclebaarheid,1
Center,publiekscampagne,2
Center,klimaatoplossing,1
Center,verschuiving,2
Center,toekomst,8
Center,wageningen,2
Center,natuurbudgett,1
Center,omgeving,5
Center,woning,10
Center,energie-index,1
Center,prikkel,4
Center,klimaat-integer,1
Center,positie,1
Center,monumenteneigenaren,1
Center,kweekvlees,2
Center,limitering,1
Center,oesterbanek,1
Center,samenwerking,6
Center,driehoek,1
Center,stand,2
Center,bouwopgave,2
Center,bouwwereld,2
Center,bouwplan,1
Center,coalitie,3
Center,natuurbeschermer,1
Center,zonneenergie,5
Center,ruimte,10
Center,winning,2
Center,delving,1
Center,klimaatakkoord,19
Center,aandacht,9
Center,melkveehouder,2
Center,unesco,1
Center,regelgeving,3
Center,restwarmte,3
Center,staalindustrie,1
Center,primairegrondstoffenverbruik,1
Center,aardwarmte,2
Center,pblmonitor,1
Center,totaalbenadering,1
Center,variatie,1
Center,batterij,1
Center,aanschaf,1
Center,olie,1
Center,klimaattafel,2
Center,energieloketten,1
Center,plek,7
Center,signal,4
Center,strategieën,1
Center,lening,1
Center,voorraad,1
Center,waarde,1
Center,verkenning,1
Center,beschikbaarheid,2
Center,bundeling,1
Center,hoogwaterbeschermingsprogramma,1
Center,ondersteuning,3
Center,experiment,3
Center,transport,2
Center,zeescheepvaart,1
Center,zeeschip,1
Center,optie,4
Center,droogte,3
Center,afvoer,1
Center,daling,2
Center,grondwaterpeil,1
Center,gezondheidsraad,1
Center,spaarder,1
Center,meetmethode,1
Center,fonds,6
Center,warmtenet,3
Center,zonnevelde,1
Center,opgave,8
Center,aanpak,9
Center,beng-normen,3
Center,bengnormen,1
Center,bodem,4
Center,grondbewerking,2
Center,ploegverbod,1
Center,grasland,1
Center,deltaplan,3
Center,beeld,3
Center,afstemming,2
Center,vraag,41
Center,landschap,1
Center,nationaal,3
Center,kringlooplandbouw,2
Center,disbalans,1
Center,bedrijfsleven,7
Center,jongerenorganisatie,3
Center,supermarkt,3
Center,supermarkte,1
Center,schakel,2
Center,vermogen,3
Center,kernenergie,23
Center,merendeel,2
Center,energiebron,1
Center,energiebronnen,1
Center,veenbodemdaling,2
Center,coördinatie,1
Center,natuurbeheer,6
Center,eigenaarschap,3
Center,energie-initiatieven,1
Center,revenue,1
Center,gemeenschap,1
Center,klimaatmaatregeal,1
Center,mkb-ondernemer,4
Center,pv-)opwekinstallaties,1
Center,inkomst,1
Center,aansluiting,2
Center,netcapaciteitstekort,2
Center,duurzame-energieproject,1
Center,huurder,7
Center,meting,2
Center,ondernemer,11
Center,carbon,2
Center,onzekerhed,3
Center,kalibratie,1
Center,stikstofemissie,2
Center,corporatie,2
Center,concept,1
Center,energielast,1
Center,defensie,4
Center,derving,1
Center,verhoging,5
Center,glastuinbouw,2
Center,waterstof,14
Center,biomassa-installaties,1
Center,werkzaamheid,1
Center,herplantingsplicht,1
Center,cliënt,1
Center,waddengebied,1
Center,conditie,1
Center,natuurontwikkeling,2
Center,verondiepingsproject,1
Center,integrale,1
Center,achteruitgang,3
Center,productieland,1
Center,merk,1
Center,gesprek,4
Center,installatie,3
Center,klimaatopgave,3
Center,stikstofreductie,1
Center,ledverlichting,1
Center,drempel,1
Center,overgang,4
Center,keuze,6
Center,investeringslast,1
Center,ontwikkelfond,1
Center,warmtewet,3
Center,macht,1
Center,standaard,1
Center,rapportage,2
Center,luchtvaartsector,4
Center,instandhouding,1
Center,boom,4
Center,scenario,2
Center,vergunninghouder,1
Center,handel,5
Center,natura,2
Center,adviescollege-remkes,1
Center,systeem,4
Center,reductie,4
Center,verlaging,1
Center,factor,2
Center,co2-plafond,1
Center,klimaatbeleid,46
Center,omschakeling,1
Center,capaciteit,1
Center,uitvoeringsagenda,1
Center,warmtekavel,1
Center,sanctie,3
Center,borging,2
Center,motie-jetten/de,1
Center,biodiversiteitsverlies,1
Center,onderzoeken,1
Center,rapportagerichtlijn,1
Center,energielabel,1
Center,label,1
Center,motie-agnes,1
Center,ervaring,3
Center,besluitvorming,2
Center,biodiversiteitsstrategie,1
Center,wirwar,1
Center,green,3
Center,wetgevingsprogramma,1
Center,noordelijke,1
Center,walstroom,1
Center,etssysteem,2
Center,voorbeeld,9
Center,heffing,2
Center,weidevogelbeheer,1
Center,aanvalsplan,4
Center,natuurdata,1
Center,groep,6
Center,huismus,1
Center,stikstofruimte,5
Center,amazone,2
Center,ontbossing,6
Center,economieën,2
Center,procedure,3
Center,grondeigenaar,2
Center,hoofddoel,1
Center,areaal,3
Center,detailniveau,1
Center,invulling,2
Center,toekomstperspectief,1
Center,verdeling,5
Center,deelname,2
Center,windmolenparken,1
Center,koppeling,2
Center,huiseigenaar,3
Center,voedselbosbouw,3
Center,stikstofgevoeligheid,1
Center,verslechtering,1
Center,wetgeving,2
Center,ambitiedocument,1
Center,elektriciteitsmarkt,1
Center,stijging,2
Center,uitspraak,2
Center,potentie,2
Center,tempo,3
Center,reserve,2
Center,overheidsinstantie,1
Center,scheepvaartindustrie,1
Center,overlegstructuur,1
Center,eu-taxonomie,1
Center,joint,1
Center,instelling,4
Center,benadering,3
Center,basisvoorwaard,1
Center,nieuwborgen,1
Center,accu,1
Center,bezetting,1
Center,proefstallen,1
Center,brandstofgebruik,1
Center,introductie,2
Center,afzet,1
Center,raffinageroute,1
Center,afbouwpad,1
Center,co2-emissie,1
Center,scenariostudies,1
Center,optimalisatiestudie,1
Center,energiemix,1
Center,doorlooptijd,1
Center,maatwerkafspra,1
Center,principle,1
Center,zichtperiode,1
Center,industriesector,1
Center,co2-besparingen,1
Center,convenant,2
Center,tennet,4
Center,stroomnet,1
Center,elektrificatie,1
Center,buurtbatterijen,1
Center,stelsel,3
Center,landbouwgrond,2
Center,verdienmodel,1
Center,tata,7
Center,rivm,6
Center,rivm-onderzoek,1
Center,aanbod,3
Center,energieprijs,7
Center,oorzaak,2
Center,lage-inkomensgroepen,1
Center,krapet,1
Center,opgav,3
Center,ecoregeling,1
Center,universiteit,1
Center,overheveling,1
Center,restgas,1
Center,plant,1
Center,ijmuiden,1
Center,stroom,2
Center,warmtetransitie,3
Center,klimaatdoe,2
Center,landelijk,1
Center,sde++-systematiek,1
Center,motie-grinwis/bontenbal,1
Center,aardgasprijs,1
Center,gasexporteur,1
Center,gasprijs,2
Center,glastuinbouwsector,2
Center,tuinbouwbedrijf,1
Center,mugg,1
Center,ets2,3
Center,plafond,2
Center,flora,1
Center,pachtcontract,1
Center,boerennatuur,1
Center,agroforestry,3
Center,waterstofproductie,1
Center,import,3
Center,opmaat,1
Center,crisis,10
Center,aard,1
Center,oorlog,2
Center,race,1
Center,waterkwaliteit,1
Center,parlement,2
Center,coalitieakkoord,1
Center,agro-industrieel,1
Center,inzetpotentie,1
Center,houdbaarheid,2
Center,monitoringsrapportage,1
Center,provinciebestuurder,2
Center,optelsom,1
Center,nh3-depositie,1
Center,beleidskader,1
Center,regie,2
Center,terughoudendheid,1
Center,kooksfabrieken,2
Center,realiteit,1
Center,klimaatadaptatie,8
Center,verduurzamingsplann,1
Center,energiecrisis,2
Center,energiecontract,2
Center,torenhoog,1
Center,datacenter,3
Center,microsoft,1
Center,verduurzamingsregeling,1
Center,milieucriminaliteit,1
Center,straf,1
Center,frankrijk,3
Center,programma,4
Center,risicobeoordeling,1
Center,verwijzing,1
Center,bestrijdingmiddel,1
Center,verordening,1
Center,concepttekst,1
Center,tekst,1
Center,verenigde,4
Center,egypte,1
Center,autonomie,2
Center,cop27,1
Center,partnerlanden,1
Center,generatie,6
Center,klimaattop,1
Center,nieuw-zeeland,1
Center,koploper,1
Center,remkes,1
Center,porthos-uitspraak,1
Center,stikstofverbinding,1
Center,verspreidingseigenschapp,1
Center,kaart,1
Center,financiering,3
Center,brabant,1
Center,overgangstermijnen,1
Center,prijsplafond,2
Center,enkelglas,2
Center,warmtelek,1
Center,stelling,1
Center,uitvoeringsaspect,1
Center,frieslandcampina,1
Center,fosfat,1
Center,misstand,1
Center,tariefwijziging,1
Center,bedrijfsdaken,1
Center,verzekeraar,3
Center,zonnepanel,2
Center,businesscase,1
Center,levensvatbaarheid,1
Center,schade,4
Center,besteding,4
Center,groengasproductiecapaciteit,1
Center,thialf,1
Center,klimaatcrisis,3
Center,bedrijfsmodel,1
Center,personenmobiliteit,1
Center,energiearmoede,3
Center,isolatie,1
Center,eenhed,1
Center,hulp,3
Center,ketenpartij,3
Center,verdienmodell,1
Center,brongegeven,2
Center,johan,1
Center,materiaal,1
Center,berekening,4
Center,omvang,1
Center,consumentenprijs,1
Center,energie-infrastructuur,1
Center,co2heffing,1
Center,inflation,1
Center,steun,2
Center,impact,3
Center,reclame,1
Center,cumulatie,1
Center,beprijs,1
Center,stikstofuitstoot,8
Center,woningbouwproject,1
Center,ontwikkelingland,1
Center,mijnbouwactiviteit,1
Center,kennispositie,1
Center,kledingpionier,1
Center,visserijorganisatie,1
Center,diepzeemijnbouw,2
Center,staalfabrieken,1
Center,waarborg,3
Center,president,2
Center,premier,7
Center,verwerking,1
Center,sluiting,2
Center,verkoop,1
Center,technologieën,1
Center,beheerder,1
Center,fondsbeheerder,1
Center,voedselverspilling,1
Center,co2-reducties,1
Center,bmkbgroenregeling,1
Center,actieprogramma,1
Center,korting,2
Center,kalenderlandbouw,1
Center,betrouwbaarheid,1
Center,miljoenennota,1
Center,transferpassagier,3
Center,rechtvaardigheid,1
Center,sturing,2
Center,pasmelder,4
Center,prioriteit,3
Center,bedrijfsvoertuig,1
Center,omgevingsdienst,1
Center,aanvalsplann,1
Center,projectontwikkeling,1
Center,motie-kröger,1
Center,producentenverantwoordelijkheid,1
Center,klimaatschadefonds,1
Center,pfas-producent,1
Center,capaciteitsontwikkeling,1
Center,stikstofregel,1
Center,versterking,1
Center,mestproductie,1
Center,graslandregeling,1
Center,afbouw,3
Center,middenveld,1
Center,geldstromen,1
Center,landeigenaren,1
Center,uniform,1
Center,klimaatdoel,1
Center,stap,6
Center,varken,2
Center,veevoer,1
Center,klimaatwinst,4
Center,slachtoffer,2
Center,oplossing,6
Center,renure,2
Center,funderingsprobleme,1
Center,adviesbureau,1
Center,visserij,2
Center,kamermeerderheid,1
Center,excretiecijfers,1
Center,gebiedsplann,2
Center,ambtenaar,1
Center,tijdlijn,1
Center,voertuig,1
Center,structuur,1
Center,collectief,2
Center,stof,2
Center,uitstootrapportage,1
Center,stelregel,1
Center,energiefonds,3
Center,energierekening,9
Center,klimaateffect,2
Center,stikstofnorm,1
Center,voedselzekerheid,1
Center,smp's,1
Center,meerkost,1
Center,rechtzaak,1
Center,motie-podt,1
Center,lock-in,1
Center,doelafspraak,1
Center,urgentie,4
Center,aardgas,4
Center,tender,2
Center,prof.,1
Center,grens,2
Center,beetje,2
Center,wetenschapper,2
Center,transportkost,1
Center,wetenschap,2
Center,energiekost,1
Center,opschaling,1
Center,opkoopregeling,1
Center,industrieën,1
Center,industriecluster,1
Center,landsadvocaat,2
Center,stikstofproblematiek,3
Center,stikstofimpact,1
Center,natuurherstelmaatregelen,1
Center,hand,1
Center,rechtszekerheid,1
Center,natuurorganisatie,2
Center,beleidsonderzoek,1
Center,startpakket,1
Center,totaalpakket,3
Center,analyse,2
Center,plasticrecycler,1
Center,patent,1
Center,plastic,3
Center,pachtgrond,1
Center,taakopvatting,2
Center,grondkamer,1
Center,unesco-status,1
Center,elektriciteitsverbruik,1
Center,verzwaring,1
Center,energiesysteem,3
Center,kabinetsval,1
Center,meter,1
Center,grootte,1
Center,gebruiker,1
Center,bescherming,3
Center,stilstand,1
Center,pas-melders,1
Center,eu-minister,1
Center,vervolgpakket,1
Center,vno-ncw,1
Center,hefboom,1
Center,circulariteit,3
Center,voorloper,1
Center,actie,2
Center,couitstoot,6
Center,eind,1
Center,rente,1
Center,werkgelegenheid,3
Center,energiereus,1
Center,zonne-energie,3
Center,grensbewaking,1
Center,verkleining,2
Center,co-uitstoot,15
Center,cijfer,1
Center,brussel,2
Center,volume,1
Center,heer,131
Center,fosfaat,2
Center,prognose,1
Center,chemiebedrijf,1
Center,navraag,1
Center,fractie,22
Center,portefeuille,1
Center,mevrouw,52
Center,onderdeel,1
Center,trump,1
Center,onderwerp,5
Center,termijn,2
Center,gezin,2
Center,organisatie,2
Center,postcoderoosregeling,1
Center,coreductie,1
Center,china,4
Center,situatie,9
Center,amerikaan,2
Center,klimaatovereenkomst,1
Center,ernst,1
Center,duurzaamheidsbeleid,1
Center,soldaat,1
Center,economisch,1
Center,energieproductie,1
Center,oliebedrijf,2
Center,klimaatexpert,1
Center,correspondent,1
Center,shell,3
Center,basisteam,1
Center,coalitievorming,1
Center,binnenklimaat,1
Center,voorzitter,3
Center,gewass,1
Center,vrijwilliger,1
Center,ammoniakuitstoot,1
Center,storm,2
Center,duurzaamheidsimpact,1
Center,groningen,2
Center,russisch,1
Center,vooropstaat,1
Center,zaak,3
Center,arsenaal,1
Center,verdrag,3
Center,nummer,2
Center,minne,1
Center,blok,5
Center,belastingontwijking,1
Center,beprijzing,1
Center,gasvondst,1
Center,samenwerkingverband,1
Center,gasveld,1
Center,noordzee,2
Center,activiteit,2
Center,oppositie,1
Center,lidmaatschap,1
Center,setje,1
Center,set-up,1
Center,antwoord,5
Center,welvaart,2
Center,voedselvoorziening,1
Center,duurzaamheidsverha,1
Center,groenlinks,5
Center,handelsakkoorid,2
Center,duurzaamheidshoofdstukken,2
Center,kapitaalstromen,1
Center,bevolkingsgroei,2
Center,continuïteit,1
Center,bron,2
Center,vrijhandel,1
Center,geluid,1
Center,vervoer,4
Center,dieseltrein,1
Center,transitieagenda,2
Center,textiel,1
Center,transitieagenda's,1
Center,verspilling,1
Center,spaargeld,1
Center,kostprijs,1
Center,opdracht,1
Center,klimaatwet,10
Center,motto,1
Center,vlees,1
Center,zuivel,1
Center,autotechniek,1
Center,eindigheid,1
Center,vleesconsumptie,1
Center,sluitingswet,1
Center,succes,2
Center,event,1
Center,stad,3
Center,ontwikkelaar,1
Center,duurzaamheidsoperatie,1
Center,regeringpartij,1
Center,cross-over,1
Center,collega,11
Center,digitalisering,1
Center,collectiviteit,1
Center,subsidiëring,1
Center,ccsmaatregel,1
Center,cultuuromslag,1
Center,wereldbank,1
Center,klimaatproblemen,2
Center,inwoners,1
Center,complexiteit,1
Center,netwerkbedrijf,1
Center,schrijver,1
Center,primaat,1
Center,vervolgvraag,1
Center,kunstmestvervanger,1
Center,gevaar,1
Center,mensheid,1
Center,voedselproducent,1
Center,daad,1
Center,zonneproject,1
Center,eurozone,1
Center,spul,1
Center,warmtenett,1
Center,dictum,1
Center,duurzaamheidsdoel,1
Center,opwek,1
Center,eneco,1
Center,energiecoöperaties,1
Center,brandstof,2
Center,interruptie,2
Center,tijdperk,1
Center,helft,2
Center,fossiel,4
Center,woningcorporatie,3
Center,buffer,1
Center,panacee,1
Center,logica,1
Center,aanleiding,1
Center,betaalbaarheid,4
Center,klimaat,12
Center,schipper,1
Center,wiederweerga,1
Center,document,1
Center,idee,6
Center,energietafel,1
Center,co-prijs,1
Center,aarde,3
Center,minimumprijs,1
Center,gascentrale,1
Center,debat,10
Center,klimaattransitie,3
Center,schiphol,1
Center,vliegtuigtype,1
Center,vliegtuig,2
Center,heleboel,1
Center,buur,2
Center,zoektocht,1
Center,broeikasgasvoetafdruk,1
Center,bebouwing,1
Center,gasnet,1
Center,unie,2
Center,versterkingsoperatie,1
Center,sloop-nieuwbouw,1
Center,groninger,1
Center,sympathie,1
Center,brommers,1
Center,paletkachel,1
Center,tafel,1
Center,mobiliteit,1
Center,straat,1
Center,slib,1
Center,oproep,2
Center,thuiswerken,1
Center,weegmoment,1
Center,meneer,1
Center,migratiedruk,1
Center,overstap,2
Center,geldverschaffer,1
Center,winkelier,1
Center,zomer,1
Center,duurzaamheidsingreep,1
Center,erfgoed,1
Center,constatering,1
Center,armst,1
Center,energiewende,1
Center,klimaatramp,1
