original_index,party,year,source_file,pages,text,relevance_reason,climate_topics,economic,moral,scientific,security,health_environment,crisis_urgency,weaponization,dominant_frame,dominant_frame_score,n_frames_present,has_parse_failure
1429,pvdd,2023,pvdd-2023.pdf,31-32,"Het fokken, gebruiken en doden van dieren in de veehouderij is onethisch en onhoudbaar. Veel dieren zien amper daglicht. Er worden zoveel dieren gefokt, gebruikt en gedood voor vlees, vis, zuivel en eieren dat geen milieu-, natuur- of dierenwelzijnsmaatregel is opgewassen tegen alle problemen die dat met zich meebrengt. Het aantal dieren dat voor consumptie wordt gefokt en gedood moet drastisch omlaag. Er komt zo snel mogelijk een einde aan de vee-industrie. Smakelijke, plantaardige en duurzame alternatieven voor dierlijke producten bieden nieuwe hoop voor de dieren, boeren en onze toekomst. Het Rijk gaat zich actief inzetten om die transitie op een zo kort mogelijke termijn gerealiseerd te krijgen.",Argumentatie voor beëindiging vee-industrie vanwege milieuproblemen en transitie naar duurzame alternatieven,"veehouderij, duurzame alternatieven, transitie, milieuproblemen",1,4,1,1,3,2,2,moral,4,2,False
1430,pvdd,2023,pvdd-2023.pdf,41-46,"Gezond en betaalbaar voedsel is een basisbehoefte voor ons bestaan. Maar het huidige landbouwmodel zit op een doodlopende weg. Voedselproductie en -consumptie dragen sterk bij aan de ecologische, sociale en gezondheidscrises van deze tijd. Vorige regeringen hebben die problemen steeds voor zich uitgeschoven of met lapmaatregelen bestreden. Tegelijkertijd is de manier waarop de samenleving tegen voedsel aankijkt onmiskenbaar gekanteld. Een groeiend aantal mensen kiest voor een plantaardiger en gezonder voedingspatroon en er zijn inmiddels talloze initiatieven om anders te boeren. De Partij voor de Dieren is vanaf haar oprichting de aanjager geweest van deze verandering. Die rol blijven we vervullen. Er liggen immers geweldige kansen voor een gezonde toekomst van de landbouw die betaalbaar voedsel produceert. We zitten midden in de voedselrevolutie. En de voedselrevolutie komt geen moment te vroeg.",Voedselproductie draagt bij aan ecologische crises en landbouwmodel heeft impact op klimaat via voedselrevolutie,"landbouw, voedselrevolutie, ecologische crisis",2,2,2,1,3,3,2,health_environment,3,2,False
1431,pvdd,2023,pvdd-2023.pdf,41-46,"Nederland is uitgegroeid tot de megastal van de wereld: nergens ter wereld worden er gemiddeld zoveel dieren per vierkante meter gehouden als in ons land. De dieren betalen daarvoor de hoogste prijs. Maar ook boeren en burgers zijn opgezadeld met een onverantwoord hoge rekening. In een land dat jaarlijks meer dan 500 miljoen dieren fokt en doodt, is het risico op het ontstaan van zoönosen – zoals Q-koorts en vogelgriep – levensgroot. Natuur en klimaat, de bodem, ons drinkwater en onze gezondheid zuchten onder de last van grote hoeveelheden mest en landbouwgif. Er is geen grotere voedselverspiller dan de veeindustrie. Van het in Nederland geteelde graan wordt meer dan twee derde gebruikt voor veevoer. Van elke hectare waar we nu voedsel verbouwen voor koeien, varkens of kippen, kunnen we maar liefst vier keer zoveel mensen voeden wanneer we er rechtstreeks voedsel voor hen verbouwen. De enorme vraag naar veevoer zorgt wereldwijd voor hogere voedselprijzen.",Expliciet genoemd dat natuur en klimaat zuchten onder de veeindustrie en beschrijving van klimaatimpact van voedselproductie,"veeindustrie, klimaat, voedselverspilling, intensieve veehouderij",2,3,3,1,4,2,2,health_environment,4,3,False
1432,pvdd,2023,pvdd-2023.pdf,45-47,"Door het aantal dieren fors te krimpen en met maatregelen voor de industrie, de luchtvaart en het verkeer, lossen we de stikstofcrisis wél op. We kunnen het tij van de biodiversiteitscrisis en de klimaatcrisis keren, én zorgen dat boerenvakmanschap, kwaliteit en de menselijke maat weer de norm worden in de landbouw. Dit is de systeemverandering die het hart vormt van de missie van de Partij voor de Dieren.",Expliciet verband tussen veestapelkrimp en het keren van de klimaatcrisis,"klimaatcrisis, systeemverandering, veehouderij",1,2,2,1,4,4,2,health_environment,4,2,False
1433,pvdd,2023,pvdd-2023.pdf,45-47,"Plantaardig eten helpt de natuur, het klimaat en natuurlijk de dieren. Hoog tijd dus dat we van plantaardig eten meer regel dan uitzondering maken!",Direct verband tussen plantaardige voeding en klimaatvoordelen,"plantaardig voedsel, klimaat, voedingspatroon",1,1,1,1,2,2,1,health_environment,2,0,False
1434,pvdd,2023,pvdd-2023.pdf,45-47,"In de prijs die de consument in de winkel betaalt zijn álle milieu-, klimaat-, dierenwelzijns-, en gezondheidskosten doorberekend. Door een prijs te zetten op negatieve maatschappelijke effecten, worden gezonde, diervriendelijke en duurzame producten de goedkopere optie.",Beleidsvoorstel om klimaatkosten door te berekenen in voedselprijzen,"klimaatkosten, voedselbeleid, duurzaamheid",3,1,1,1,2,1,2,economic,3,1,False
1435,pvdd,2023,pvdd-2023.pdf,47-48,"Daarmee lossen we alle (milieu-) problemen die gepaard gaan met veehouderij (maar niet met de teelt van plantaardige eiwitten), zoals de stikstof- en klimaatcrisis, in één klap op.",Directe verwijzing naar klimaatcrisis als probleem dat opgelost wordt door afscheid van veehouderij,"klimaatcrisis, veehouderij, stikstof",1,1,1,1,3,2,2,health_environment,3,1,False
1436,pvdd,2023,pvdd-2023.pdf,47-48,"Het 'de-vervuiler-betaalt-principe' gaat ook voor de veehouderij gelden. Er komt een heffing op de uitstoot van stikstof en broeikasgas. Op die manier hoeft de belastingbetaler niet langer op te draaien voor vervuiling, en versterken we het concurrentievermogen van duurzame producenten. Plantaardige landbouw stoot geen stikstof en broeikasgas uit, en valt uiteraard niet onder deze heffing.",Beleidsmaatregel voor heffing op broeikasgasuitstoot als klimaatinstrument,"broeikasgassen, uitstoot, vervuiler-betaalt, stikstof",4,3,2,1,4,1,2,economic,4,3,False
1437,pvdd,2023,pvdd-2023.pdf,48-49,"Op die manier hoeft de belastingbetaler niet langer op te draaien voor vervuiling, en versterken we het concurrentievermogen van duurzame producenten. Plantaardige landbouw stoot geen stikstof en broeikasgas uit, en valt uiteraard niet onder deze heffing.",Betreft beleid om broeikasgasuitstoot te belasten en plantaardige landbouw te stimuleren vanwege lagere emissies,"broeikasgassen, CO2-reductie, duurzame landbouw",4,1,2,1,3,1,2,economic,4,2,False
1438,pvdd,2023,pvdd-2023.pdf,48-49,"De bodem krijgt weer lucht. Met minimale of niet-kerende grondbewerking voorkomen we bodemverdichting en krijgen bodemleven en een gezonde wortelgroei meer kans. Water wordt hiermee beter vastgehouden en meer CO2 wordt afgebroken en opgeslagen. Intensieve grondbewerking, zoals ploegen, wordt niet meer toegestaan. Zware landbouwmachines maken plaats voor kleine, lichte machines, die bovendien op elektriciteit rijden.",Beschrijft landbouwmaatregelen die expliciet CO2-opslag in de bodem bevorderen en elektrificatie van landbouwmachines,"CO2-opslag, elektrificatie, duurzame landbouw",1,1,2,1,4,1,1,health_environment,4,1,False
1439,pvdd,2023,pvdd-2023.pdf,48-49,"Het 'de-vervuiler-betaalt-principe' gaat ook voor de glastuinbouw gelden. Er komt een heffing op de uitstoot van broeikasgas. Vanwege de grote hoeveelheid energie, kunstmest en landbouwgif die nodig is voor een bosje bloemen, stoppen we met de gangbare sierteelt. Werknemers kunnen zich met behoud van inkomen laten omscholen naar een duurzame baan.",Betreft directe heffing op broeikasgasuitstoot in de glastuinbouw en beëindiging van energie-intensieve sierteelt,"broeikasgassen, energietransitie, CO2-heffing",3,2,2,1,3,2,2,economic,3,2,False
1440,pvdd,2023,pvdd-2023.pdf,49-50,"De huidige voedselpolitiek in Nederland en Europa brengt niet alleen grote schade toe aan klimaat en biodiversiteit op eigen continent, maar verslechtert ook de uitgangspositie van mensen die toch al onder veel moeilijkere omstandigheden leven dan wijzelf. Op rooftocht naar biobrandstoffen en goedkope grondstoffen voor de veevoer- en levensmiddelenindustrie maakt Nederland zich niet zelden schuldig aan landroof en mensenrechtenschendingen. Nederland put bodems uit en vernietigt ecosystemen waar mensen in kwetsbare gebieden van afhankelijk zijn om een eigen duurzame toekomst op te kunnen bouwen.",Deze passage benoemt expliciet de schade die het Nederlandse voedselbeleid toebrengt aan het klimaat en koppelt dit aan geopolitieke en sociale gevolgen.,"klimaatschade, biobrandstoffen, voedselpolitiek, ecosystemen",1,4,1,1,4,2,4,moral,4,3,False
1441,pvdd,2023,pvdd-2023.pdf,50-52,Het tijdperk van de megastallen is voorbij. Deze stallen zullen als eerste opgekocht worden in het kader van de stikstof- en klimaataanpak. Er komen geen nieuwe vergunningen voor de bouw van megastallen of de uitbreiding van bestaande veehouderijen.,Expliciet gekoppeld aan klimaataanpak als onderdeel van beleid tegen megastallen,"klimaataanpak, veehouderij, stikstof",1,1,2,1,4,2,2,health_environment,4,1,False
1442,pvdd,2023,pvdd-2023.pdf,52-53,"De sterk afgeslankte veehouderij wordt volledig grondgebonden. We stoppen met de import van veevoer, zoals soja. Export van mest is niet langer toegestaan en mestfraude wordt hard aangepakt.",Grondgebonden veehouderij en stop op soja-import zijn maatregelen die bijdragen aan CO2-reductie in de landbouwsector,"veehouderij, soja-import, grondgebonden landbouw",1,1,1,1,3,1,2,health_environment,3,1,False
1443,pvdd,2023,pvdd-2023.pdf,52-53,"Mestvergisters houden de intensieve veehouderij in stand, leveren nauwelijks energie op en zorgen voor stankoverlast voor omwonenden. We stoppen met mestvergisters. Er komen geen vergunningen meer voor de bouw van nieuwe mestvergisters en bestaande worden ingetrokken.",Mestvergisters worden beoordeeld op hun energieproductie en rol in de energietransitie,"mestvergisters, energieproductie, intensieve veehouderij",1,1,1,1,4,1,2,health_environment,4,1,False
1444,pvdd,2023,pvdd-2023.pdf,53-57,"We heffen milieubelastingen voor grote vervuilers, waaronder een hogere CO2-belasting en een heffing op ongerecycled plastic. We schaffen fossiele subsidies af.",Bevat concrete klimaatbeleidsvoorstellen zoals CO2-belasting en afschaffing fossiele subsidies,"CO2-belasting, fossiele subsidies, milieubelastingen",3,2,2,1,3,1,2,economic,3,2,False
1445,pvdd,2023,pvdd-2023.pdf,53-57,We zorgen ervoor dat alle bedrijven gaan bijdragen aan de samenleving en niet meer zo makkelijk wegkomen met profiteren en het afwentelen van kosten op de samenleving. Dat doen we onder andere met een wettelijke zorgplicht en klimaatplicht voor bedrijven en door vrijwillige afspraken en vrijblijvende akkoorden te vervangen door regels en verplichtingen.,Introduceert het concept van een wettelijke klimaatplicht voor bedrijven als onderdeel van klimaatbeleid,"klimaatplicht, bedrijven, klimaatregulering",2,4,1,1,1,1,2,moral,4,1,False
1446,pvdd,2023,pvdd-2023.pdf,53-57,Bedrijven die bijdragen aan de omschakeling naar een duurzame economie krijgen een status als 'opbouwbedrijf' toegekend. Grote vervuilers krijgen een status als 'afbouwbedrijf'. Opbouwbedrijven geven we belastingvoordelen. Afbouwbedrijven kunnen we in toenemende mate zwaarder belasten.,"Beschrijft een belastingsysteem gebaseerd op duurzaamheid en vervuiling, relevant voor klimaatbeleid","duurzame economie, vervuilers, klimaatbelasting, energietransitie",4,2,1,1,2,2,2,economic,4,1,False
1447,pvdd,2023,pvdd-2023.pdf,57-58,We schaffen fossiele subsidies af.,Het afschaffen van fossiele subsidies is een direct klimaatbeleidsinstrument om de energietransitie te stimuleren,"fossiele subsidies, energietransitie",2,1,1,1,1,1,1,economic,2,0,False
1448,pvdd,2023,pvdd-2023.pdf,58-60,"Terwijl we meer mensen nodig hebben in de zorg, de kinderopvang, voor het isoleren van huizen, voor een duurzame landbouw en zoveel meer. Ook moet er meer ruimte zijn voor mensen die meer vrije tijd willen, vaker met het gezin willen zijn, of vrijwilligerswerk willen doen. Voor onze transformatie naar een duurzame, regionale economie is heel veel menskracht nodig. Het levert volop groene banen op waarmee je bijdraagt aan een betere wereld, voor een fatsoenlijk salaris en met goede arbeidsomstandigheden. Het geeft werkende mensen de mogelijkheid om over te stappen van banen waar ze niet tevreden zijn. Mensen die nu werken in vervuilende sectoren bieden we omscholingstrajecten, coaching en andere vormen van persoonlijk maatwerk aan, om zo met behoud van inkomen de overstap te kunnen maken naar passend werk met meer toekomstperspectief.","Dit gaat over de transformatie naar een duurzame economie, groene banen en omscholing van werknemers uit vervuilende sectoren","duurzame economie, groene banen, energietransitie, omscholing",3,2,1,1,1,1,2,economic,3,1,False
1449,pvdd,2023,pvdd-2023.pdf,59-61,"Er is genoeg geld voor iedereen. Er is genoeg geld om de transformatie naar een duurzame economie te betalen, om een einde te maken aan armoede en om de lonen flink te verhogen, om de woningen die nodig zijn te bouwen voor een betaalbare prijs en nog zoveel meer. Maar de mensen die het voor het zeggen hebben over een groot deel van dat geld, bankiers, investeerders, miljardairs en multinationals, geven het alleen uit als ze er uiteindelijk nog meer van terugkrijgen. Voor veel van hen is het nooit genoeg. Er wordt gegokt met ons geld, ons pensioen, onze samenleving en onze planeet en daar",Dit fragment behandelt de financiering van de transformatie naar een duurzame economie als onderdeel van klimaatbeleid.,"duurzame economie, klimaatfinanciering, energietransitie",4,1,1,1,1,1,2,economic,4,1,False
1450,pvdd,2023,pvdd-2023.pdf,61-65,"Er komt een klimaatplicht voor banken en andere financiële instellingen voor al hun activiteiten in de hele keten, als onderdeel van hun verantwoordelijkheid voor integere bedrijfsvoering. De Nederlandse Bank en de AFM houden hier toezicht op.",Betreft directe klimaatregulering van financiële sector door invoering van klimaatplicht voor banken,"klimaatplicht, financiële sector, toezicht",1,4,1,1,1,1,1,moral,4,1,False
1451,pvdd,2023,pvdd-2023.pdf,61-65,"Pensioenfondsen en verzekeraars moeten zich zo snel mogelijk, maar uiterlijk in 2025, volledig terugtrekken uit de fossiele industrie, de vee-industrie, de wapenindustrie en de fastfoodindustrie.",Betreft klimaatbeleid door divestment uit fossiele industrie als klimaatmaatregel,"divestment, fossiele brandstoffen, pensioenfondsen",1,4,1,1,2,3,2,moral,4,2,False
1452,pvdd,2023,pvdd-2023.pdf,65-66,"De verandering van het klimaat en de biodiversiteitscrisis brengen de wereld uit balans. Zoönosen en de snelle verspreiding ervan behoren tot de vele symptomen. Door het veranderende klimaat verspreiden exotische ziektes zich ook via bijvoorbeeld insecten sneller over de wereld. In het belang van onze eigen gezondheid zetten we alles op alles om de opwarming van de Aarde te beperken tot maximaal 1,5 graad Celsius, en stoppen we de verwoesting van de natuur.","Dit betreft directe klimaatdoelen (1,5 graad beperking) en de koppeling tussen klimaatverandering en volksgezondheid","klimaatverandering, 1,5 graad doelstelling, biodiversiteitscrisis, klimaatgevolgen",1,2,2,1,4,4,1,health_environment,4,2,False
1453,pvdd,2023,pvdd-2023.pdf,66-68,"In het belang van onze eigen gezondheid zetten we alles op alles om de opwarming van de Aarde te beperken tot maximaal 1,5 graad Celsius, en stoppen we de verwoesting van de natuur.","Directe verwijzing naar het 1,5 graden klimaatdoel en het beperken van opwarming van de Aarde","klimaatdoelen, opwarming, 1.5 graden",1,2,2,1,3,4,1,crisis_urgency,4,2,False
1454,pvdd,2023,pvdd-2023.pdf,66-68,"Bij het stoken van hout komen verschillende schadelijke, vaak kankerverwekkende, stoffen vrij die slecht zijn voor het milieu, de volksgezondheid en het klimaat. De hoge uitstoot van fijnstof kan ernstige gezondheidsklachten bij kinderen, ouderen en longpatiënten veroorzaken. Er komt daarom een uitfasering van houtstook. Tot die tijd komt er een landelijke norm voor de eisen aan houtstook waar ook op gehandhaafd wordt. Bij ongunstige weersomstandigheden, bijvoorbeeld als het mistig of windstil is, wordt houtstook niet toegestaan.",Expliciet verband tussen houtstook en klimaatgevolgen naast milieu- en gezondheidsimpact,"houtstook, uitstoot, klimaat, emissies",1,2,3,1,4,2,2,health_environment,4,2,False
1455,pvdd,2023,pvdd-2023.pdf,72-77,"De klimaat- en milieu-impact van de zorg is aanzienlijk. Zo komt 7% van de CO2-uitstoot in Nederland van de zorg, ontstaat er heel veel afval en wordt het water vervuild met medicijnresten. In het veld wordt het belang van het vergroenen van de zorg breed gedragen. Initiatieven zoals onder andere de Green Teams, de Groene Zorg Alliantie en het landelijk netwerk de Groene OK, hebben de afgelopen tijd de kar getrokken als het gaat om het verduurzamen van hun tak van sport. De afspraken in de Green Deal Duurzame Zorg worden ambitieuzer en juridisch afdwingbaar. Heruitgifte van medicijnen moet mogelijk worden gemaakt, om zo verspilling te voorkomen. Heruitgifte van hulpmiddelen moet worden gestimuleerd. Dit doen we om verspilling te voorkomen.",Deze passage behandelt CO2-uitstoot van de zorgsector en verduurzamingsmaatregelen om klimaatimpact te verminderen,"CO2-uitstoot, verduurzaming, Green Deal",1,1,3,1,4,1,2,health_environment,4,2,False
1456,pvdd,2023,pvdd-2023.pdf,72-77,"Doordat met name de veehouderij te veel stikstof uitstoot, is de bouw van bijna honderdduizend nieuwe woningen in gevaar.",Deze passage verbindt stikstofuitstoot expliciet aan klimaatgerelateerde bouwbeperkingen,"stikstof, uitstoot",1,1,2,1,4,2,2,health_environment,4,1,False
1457,pvdd,2023,pvdd-2023.pdf,72-77,"Om de klimaatdoelen te halen én om de gevolgen van de klimaat- en natuurcrisis op te vangen gaan we onze woningen verduurzamen, vergroenen en renoveren. We maken van zonnepanelen op daken de norm, we investeren",Deze passage behandelt directe klimaatdoelen en maatregelen zoals verduurzaming en zonne-energie voor woningen,"klimaatdoelen, klimaatcrisis, verduurzaming, zonne-energie",2,1,2,1,2,2,1,economic,2,0,False
1458,pvdd,2023,pvdd-2023.pdf,76-78,"Om de klimaatdoelen te halen én om de gevolgen van de klimaat- en natuurcrisis op te vangen gaan we onze woningen verduurzamen, vergroenen en renoveren. We maken van zonnepanelen op daken de norm, we investeren in duurzame verkoeling en we pakken energiearmoede aan. Bij nieuwbouw gaan we rekening houden met klimaatrisico's in de toekomst.","Dit gaat over verduurzaming van woningen voor klimaatdoelen, zonne-energie en energiearmoede","klimaatdoelen, zonne-energie, energiearmoede, klimaatrisico's, verduurzaming",2,2,2,1,3,2,1,health_environment,3,1,False
1459,pvdd,2023,pvdd-2023.pdf,76-78,Woningen bouwen we op klimaatbestendige locaties. Laaggelegen polders onder zeeniveau zijn dat niet. Ook buitendijks gaan we niet meer woningen bouwen.,Dit betreft klimaatadaptatie door woningbouw op klimaatbestendige locaties,"klimaatadaptatie, klimaatbestendigheid",1,1,2,1,3,1,1,health_environment,3,1,False
1460,pvdd,2023,pvdd-2023.pdf,76-78,"De gebouwde omgeving is nu verantwoordelijk voor 15% van de landelijke CO2-uitstoot. Het verduurzamen van de woningvoorraad verloopt nu onrechtvaardig en leidt tot energiearmoede. Mensen in sociale huurwoningen worden opgezadeld met hoge energierekeningen doordat woningcorporaties te weinig vaart maken met isoleren. Bovendien kan niet elke huiseigenaar investeren in zonnepanelen en zijn huurders voor een duurzaam en comfortabel huis afhankelijk van de wil en mogelijkheden van hun huisbazen. De verduurzamingsopgave vraagt daarom om betere regels en een flinke investering vanuit de overheid. Tegelijkertijd verdienen duurzame investeringen zichzelf weer terug, zowel in verlaging van de uitstoot als in","Dit analyseert CO2-uitstoot van gebouwen, energiearmoede en de noodzaak van verduurzaming met overheidsinvesteringen","CO2-uitstoot, energiearmoede, verduurzaming, zonne-energie, isolatie",4,4,4,1,4,2,3,economic,4,5,False
1461,pvdd,2023,pvdd-2023.pdf,78-80,"De gebouwde omgeving is nu verantwoordelijk voor 15% van de landelijke CO2-uitstoot. Het verduurzamen van de woningvoorraad verloopt nu onrechtvaardig en leidt tot energiearmoede. Mensen in sociale huurwoningen worden opgezadeld met hoge energierekeningen doordat woningcorporaties te weinig vaart maken met isoleren. Bovendien kan niet elke huiseigenaar investeren in zonnepanelen en zijn huurders voor een duurzaam en comfortabel huis afhankelijk van de wil en mogelijkheden van hun huisbazen. De verduurzamingsopgave vraagt daarom om betere regels en een flinke investering vanuit de overheid. Tegelijkertijd verdienen duurzame investeringen zichzelf weer terug, zowel in verlaging van de uitstoot als in een lagere energierekening. De technieken zijn er al en zijn inmiddels haalbaar en betaalbaar. Het is dus vooral een kwestie van politieke wil om deze ontwikkeling te versnellen!","Gaat over CO2-uitstoot van gebouwen, energiearmoede door energietransitie, en verduurzaming van woningen","CO2-reductie, energietransitie, energiearmoede, verduurzaming, zonne-energie",4,4,4,1,4,2,3,economic,4,5,False
1462,pvdd,2023,pvdd-2023.pdf,78-80,"Huurders van slecht geïsoleerde woningen hebben het meest te lijden onder de stijging van de gasprijzen. Zij krijgen een afdwingbaar recht op stevige huurverlaging, bijvoorbeeld door woningen met energielabels lager dan C aan te merken als een gebrek: reden voor puntenaftrek. Energie die we niet gebruiken, hoeft ook niet opgewekt te worden. Daarom gaan we vol inzetten op energiebesparing. Dit doen we door huizen op grote schaal te isoleren, betere voorlichting over bewuster energieverbruik te geven en eisen te stellen aan het energieverbruik van huishoudelijke apparaten en lampen.","Behandelt energiearmoede, energiebesparing en isolatiemaatregelen als onderdeel van energietransitie","energiearmoede, energiebesparing, energietransitie",2,2,2,1,4,1,2,health_environment,4,1,False
1463,pvdd,2023,pvdd-2023.pdf,78-80,"Er komt een duidelijk plan voor verduurzaming van de woningvoorraad met afrekenbare doelen. De woningvoorraad is in 2030 energieneutraal. We laten daken niet langer onbenut. Zonnepanelen op gebouwen worden de norm. Alle nieuwbouwwoningen worden voorzien van zonnepanelen en/ of een groen dak en bij nieuwbouw wordt een eigen regenwateropslag verplicht, zoals in België al het geval is.",Stelt concrete klimaatdoelen voor 2030 en maatregelen voor energietransitie in de bouw,"energietransitie, zonne-energie, klimaatdoelen, verduurzaming",1,1,2,1,3,2,1,health_environment,3,1,False
1464,pvdd,2023,pvdd-2023.pdf,78-80,"Alle nieuwbouw wordt circulair gebouwd, gasvrij, natuurinclusief, minstens energieneutraal, en zo mogelijk energiepositief. Zo compenseren we voor oude woningen die niet (voor 2030) energieneutraal gemaakt kunnen worden.",Beschrijft eisen voor gasvrije en energieneutrale nieuwbouw als compensatie voor klimaatdoelen,"energietransitie, klimaatdoelen, fossiele brandstoffen",1,2,2,1,3,3,2,health_environment,3,2,False
1465,pvdd,2023,pvdd-2023.pdf,78-80,"Natuurinclusieve isolatie en verduurzaming wordt financieel aantrekkelijker door het verhogen van subsidies en verduurzamingsleningen, die ervoor zorgen dat de maandelijkste lasten gelijk blijven. Daarnaast vallen energierenovaties voortaan onder het lage btw-tarief. Ook blijft de rente op verduurzamingsleningen 0% voor verzamelinkomens van 60.000 euro of minder.",Betreft financiering van energietransitie en verduurzaming van woningen,"energietransitie, verduurzaming, klimaatfinanciering",4,1,1,1,1,1,1,economic,4,1,False
1466,pvdd,2023,pvdd-2023.pdf,78-80,"Er komen (fiscaal) goede regelingen voor het opwekken van energie op wijkniveau, en het opslaan hiervan in buurtbatterijen of een buurtwarmtepomp. Hierdoor kunnen hele wijken samen energie opwekken en delen.",Gaat over decentrale energieopwekking en -opslag als onderdeel van energietransitie,"energietransitie, hernieuwbare energie",2,1,1,1,1,1,1,economic,2,0,False
1467,pvdd,2023,pvdd-2023.pdf,78-80,"Overheidsgebouwen hebben energielabel A of worden zodanig aangepast dat zij hieraan gaan voldoen. De overheid investeert in het verduurzamen van scholen, sportaccommodaties, zorginstellingen en culturele instanties.",Betreft verduurzaming van overheidsgebouwen voor energietransitie,"energietransitie, verduurzaming",2,1,2,1,2,1,1,economic,2,0,False
1468,pvdd,2023,pvdd-2023.pdf,78-80,De overdrachtsbelasting wordt (deels) teruggestort als kopers binnen een jaar hun huis energieneutraal hebben gemaakt.,Fiscale prikkel voor energieneutrale woningen als onderdeel van energietransitie,"energietransitie, klimaatfinanciering",2,1,1,1,1,1,1,economic,2,0,False
1469,pvdd,2023,pvdd-2023.pdf,79-81,"Klassieke bouwmaterialen zoals beton en staal hebben een grote CO2-voetafdruk. In de bouwwereld is de afgelopen jaren echter hard gewerkt aan recycling, aan innovaties en technieken die minder energie gebruiken, en aan materialen die makkelijk te hergebruiken zijn. We gaan volop inzetten op bio-based bouwen. Dat is bouwen met zo veel mogelijk natuurlijke en hernieuwbare grondstoffen zoals hout, vlas en bamboe. Hierdoor kunnen gebouwen zelfs CO2 gaan opslaan.",Dit betreft directe CO2-reductie in de bouwsector en bio-based bouwen als klimaatmaatregel.,"CO2-reductie, bio-based bouwen, circulaire economie",2,1,2,1,2,1,1,economic,2,0,False
1470,pvdd,2023,pvdd-2023.pdf,79-81,"We bouwen circulair en natuurinclusief. Er wordt zo veel mogelijk gebruikgemaakt van natuurlijke, hernieuwbare en gerecyclede materialen. Deze natuurlijke materialen moeten op een verantwoorde manier worden geteeld en geoogst en mogen niet leiden tot natuurverlies of ecologische schade. We gebruiken geen dierlijke bouwmaterialen. Alle gebouwen worden voorzien van een materialenpaspoort, zodat deze materialen bij sloop opnieuw kunnen worden ingezet, ook bij verbouwing en isolatie van bestaande gebouwen. Bouwmaterialen worden zo milieu- en klimaatvriendelijk mogelijk geproduceerd en bij aanbestedingen kiezen we de minst belastende materialen.",Dit betreft klimaatvriendelijk bouwen en circulaire economie als onderdeel van CO2-reductie in de bouwsector.,"circulaire economie, CO2-reductie, klimaatvriendelijk bouwen",1,3,2,1,3,1,1,moral,3,2,False
1471,pvdd,2023,pvdd-2023.pdf,79-81,"Nu hittegolven steeds vaker voorkomen en langer duren, is groen in de stad extra belangrijk om voor verkoeling te zorgen. Tijdens regenbuien helpt datzelfde groen om wateroverlast te voorkomen.",Dit betreft klimaatadaptatie door stedelijk groen als reactie op klimaatverandering-gevolgen zoals hittegolven en extreme neerslag.,"klimaatadaptatie, klimaatverandering, hittegolven",1,1,2,1,4,2,1,health_environment,4,1,False
1472,pvdd,2023,pvdd-2023.pdf,79-81,"Een grote boom haalt CO2 uit de lucht, bevordert biodiversiteit, heeft een dempend effect bij wateroverlast en droogte en werkt bij hitte net zo verkoelend als tien airco's: niet kappen, maar planten dus! We scherpen criteria voor kapvergunningen flink aan en kiezen voor massale aanplant van bomen: ten minste één nieuwe boom per inwoner per jaar, waarbij we naast het aanleggen van natuurgebieden ook juist bomen in de bebouwde kom gaan aanplanten.",Dit betreft CO2-opname door bomen en klimaatadaptatie door verkoeling als directe klimaatmaatregelen.,"CO2-opname, klimaatadaptatie, stedelijk groen",1,1,2,1,4,1,1,health_environment,4,1,False
1473,pvdd,2023,pvdd-2023.pdf,81-84,"bij wateroverlast en droogte en werkt bij hitte net zo verkoelend als tien airco's: niet kappen, maar planten dus! We scherpen criteria voor kapvergunningen flink aan en kiezen voor massale aanplant van bomen: ten minste één nieuwe boom per inwoner per jaar, waarbij we naast het aanleggen van natuurgebieden ook juist bomen in de bebouwde kom gaan aanplanten.","Benoemt expliciet klimaatadaptatiemaatregelen tegen wateroverlast, droogte en hitte door middel van groene infrastructuur.","klimaatadaptatie, hitte, wateroverlast, droogte, groene infrastructuur",1,1,2,1,4,2,1,health_environment,4,1,False
1474,pvdd,2023,pvdd-2023.pdf,81-84,"Groene daken en gevels zorgen in de zomer voor verkoeling, wat het gebruik van airconditioning in onze huizen en kantoren vermindert. In de winter werkt het groen isolerend, wat kan leiden tot een besparing van wel 20% aan warmteverlies. Groene daken komen op de lijst van verplichte energiebesparende maatregelen voor eigenaren van grote gebouwen.",Beschrijft groene infrastructuur als energiebesparende maatregel met expliciete kwantificering van warmteverlies-reductie.,"energiebesparing, groene daken, isolatie, klimaatadaptatie",2,1,3,1,4,1,1,health_environment,4,2,False
1475,pvdd,2023,pvdd-2023.pdf,87-89,"Kennis- en lespakketten over duurzaamheid, klimaat, voedsel, natuur- en milieueducatie en dierenwelzijn komen ter beschikking van het onderwijs. Dat geldt ook voor de opleiding van leraren.",Betreft expliciet klimaateducatie in het onderwijs,"klimaateducatie, duurzaamheid, onderwijs",1,1,1,1,1,1,1,economic,1,0,False
1476,pvdd,2023,pvdd-2023.pdf,87-89,"Lesmateriaal afkomstig van de fossiele industrie, van jagers, van vissers, de vee-industrie of andere ontwrichtende sectoren wordt geweerd uit het onderwijs.",Gaat over het weren van fossiele industrie uit onderwijs vanwege klimaat- en duurzaamheidsdoelen,"fossiele industrie, onderwijs, duurzaamheid",1,1,1,1,1,1,2,weaponization,2,0,False
